Unnamed: 0,Emotion,Text,Clean_Text
22494,sadness," @Wreaking_Havoc_ @Autumnbaby_NYC @jayweezy98 missed school today didn't get missed band class and choir :,(",      missed school today missed band class choir :(
22495,joy,i hate thinkin bout the work i have to do b4 ii go to bed...im gonna have nightmares ,hate thinkin bout work b4 ii bedim gonna nightmares
22496,anger,"&quot;In your do not #sin: do not let the sun go down while you are still angry, and DO NOT GIVE THE #DEVIL A FOOTHOLD.&quot; Ephesians 4:26",quotIn #sin: let sun angry #DEVIL FOOTHOLDquot Ephesians 4:26
22497,neutral, OK . ,OK 
22498,anger,Excuse me ! I don't have time to waste . I've been here almost one full hour ! ,Excuse  time waste  Ive hour 
22499,sadness,@Ephixa YouTube claims your new Dragon Roost Island video ft. Veela is a private video. Yet it was emailed. :( ,  YouTube claims new Dragon Roost Island video ft Veela private video emailed :(
22502,sadness,@clurrjizzm I'm dissappointed. We agreed at the river that waz gojng to be dedicated to me ,  Im dissappointed agreed river waz gojng dedicated
22503,anger,My girlfriend disliked it when I played majong (a game of gambling).  I expressed my regrets and when I went to see her she neglected my existance.  I was very angry and left in displeasure.,girlfriend disliked played majong (a game gambling) expressed regrets went neglected existance angry left displeasure
22504,joy,I love being on Christmas break! :)   &amp; subbing tomorrow! ,love Christmas break :) amp subbing tomorrow
22508,sadness,Amanda 's grief for her father was compounded by anxiety over his ontological status . ,Amanda s grief father compounded anxiety ontological status 
22509,joy,I had the bomb ass dinner tonight . ,bomb ass dinner tonight 
22511,anger,Don’t ever touch an angry person without their permission.       ,Don’t touch angry person permission
22512,anger,They must be mad that they should expect such a delicate business as his preparation of Vologsky to be speeded up as though it was a crude operation on a factory bench . ,mad expect delicate business preparation Vologsky speeded crude operation factory bench 
22514,joy,"&quot;Till He appeared and the soul felt its worth.& thrill of hope, the weary soul rejoices&quot;  #itsonlythe10th @NPoleAthBranch",quotTill appeared soul felt worth thrill hope weary soul rejoicesquot #itsonlythe10th  
22516,joy,Class at 2....  and then again at 5:30. Then I need to come home and write an essay that's due tomorrow. #bitchtweet,Class 2 5:30 need come home write essay thats tomorrow #bitchtweet
22517,anger,“@YMBS_MULA ok i still cant find my car max building up”,“  ok cant find car max building up”
22518,joy,"Captain McArthur was a musical comedy aficionado , and not pleased when Mrs Kingswood spoke critically of the form . ",Captain McArthur musical comedy aficionado  pleased Mrs Kingswood spoke critically form 
22520,sadness,Feeling left out at guelph party ,Feeling left guelph party
22521,joy, Thank you . ,Thank 
22523,joy,Vanavond halve finale  en vanaf 6 december is het weer  time! ,Vanavond halve finale en vanaf 6 december het weer time
22525,joy,Laying in bed. Window open. Cool breeze. Listening to the book of Numbers. ,Laying bed Window open Cool breeze Listening book Numbers
22526,anger,I need to sign a Non-Aggression Pact with myself ,need sign NonAggression Pact
22527,sadness,How does it make someone like a woman who has just had an abortion feel having to go to a lavatory to express her grief in tears ? ,like woman abortion feel lavatory express grief tears 
22528,sadness,could HAVE!! RT @MonsterKatie Oh I just got home and find out that I could of gone to the surprise at 3:30 :| ,HAVE RT   Oh got home find gone surprise 3:30 :|
22530,anger,When a pick-pocket robbed me of my money (K20) while I  was buying bathing soap.,pickpocket robbed money (K20) buying bathing soap
22531,joy,Part 1 Black Friday shopping accomplished....Part 2 starting at 4...,1 Black Friday shopping accomplishedPart 2 starting 4
22532,joy, Thanks for reminding me . She's the right person to help me . ,Thanks reminding  right person help 
22535,sadness,"` Was it sad because its mummy was nasty to it ? "" he said . ", sad mummy nasty   said 
22538,anger,The only thing that keeps me going at work is imagining making a huge scene and walking the hell out management,thing keeps going work imagining making huge scene walking hell management
22539,neutral, Oh . ,Oh 
22542,neutral, I guess so . ,guess 
22543,joy,"I feel joy usually after each taken exam, the last one was in February.",feel joy usually taken exam February
22544,neutral, Yeah . ,Yeah 
22547,joy,"My friend replying to my letter and again saying he was attracted to me and suggesting we write, talk and get together and see how things went and his suggestion that I could ring and doing that it was really good - though really insane conversation.",friend replying letter saying attracted suggesting write talk things went suggestion ring good  insane conversation
22550,joy,` Your mother and I are so pleased you are so happy . , mother pleased happy 
22551,joy,The animal seemed to take a perverse delight in terrorizing him . ,animal perverse delight terrorizing 
22552,neutral, Speaking . ,Speaking 
22553,neutral, Around 3pm . ,3pm 
22554,sadness,"It is necessary for me to watch Elf, right now. too bad it got deleted off DVR. ",necessary watch Elf right now bad got deleted DVR
22555,sadness, I saw her dating with her ex-boyfriend again . ,saw dating exboyfriend 
22557,sadness,"I hate every time peanut takes a nap, i can't /; ",hate time peanut takes nap cant /
22558,joy,Neither he nor Peter can conceal excitement at being back in the limelight again . ,Peter conceal excitement limelight 
22559,anger, MY Closest Friend Fucked me over 4 my Ex &amp; believed her lies. I will Never forgive nor forget such Treachery for  ,Closest Friend Fucked 4 Ex amp believed lies forgive forget Treachery
22560,joy,Listening to @cartalk on my  during the journey home...on a Thurs. ,Listening   journey homeon Thurs
22561,anger,'Do not hasten to resort to lest it prevail over you by becoming a #habit.’ #ImamAli,Do hasten resort lest prevail #habit’ #ImamAli
22562,joy,"don't go for the most beautiful girl in the world, go after the girl who makes your world the most beautiful ",beautiful girl world girl makes world beautiful
22564,joy,"To his absolute delight the first trap had held what must have been a seven pound salmon , plus a couple of mullet which he had ignored . ",absolute delight trap held seven pound salmon  plus couple mullet ignored 
22565,sadness,still feeling a lil down..its crazy how you are not here any more and all im left is memories,feeling lil downits crazy im left memories
22566,sadness,When I am with a friend and we have to leave each other.,friend leave other
22568,sadness,Derby County 's grief at the foot of the first division continues as they went down two one at Crystal Palace . ,Derby County s grief foot division continues went Crystal Palace 
22569,joy,The morning bother photographers w/ many emails is over... now to begin the eating and taking the bus to work w/ screaming children!! ,morning bother photographers w/ emails over begin eating taking bus work w/ screaming children
22570,sadness,@LETGOdwork that awkward moment when a gorilla shows up at your party and shaves everyones moustaches and claims them as his own ,  awkward moment gorilla shows party shaves everyones moustaches claims
22572,anger,I couldnt play a physical sport or i would get into too many fights. ,couldnt play physical sport fights
22574,joy,"LT , im talking bout black ass . ",LT  im talking bout black ass 
22575,anger,When the dean of university asked me to vacate a big flat I was occupying and take up a smaller one as I was becoming a full time student at university.,dean university asked vacate big flat occupying smaller time student university
22576,neutral, Certainly . ,Certainly 
22579,joy,Easy to get caught in the holiday rush-be aware in the moment-build silver-white pillar as Self just be present to radiate #Mindfulness,Easy caught holiday rushbe aware momentbuild silverwhite pillar Self present radiate #Mindfulness
22580,anger," yes . Last Sunday I went to a nearby market . It was on open-air fair . I chanced upon this bag and bought it on the spot , without even trying to strike a bargain . I paid one hundred and twenty . And just now I was told by my Chinese colleagues I bought it overpriced . I could have talked my way to thirty . ",yes  Sunday went nearby market  openair fair  chanced bag bought spot  trying strike bargain  paid  told Chinese colleagues bought overpriced  talked way thirty 
22581,joy," Autumn is the best season in Beijing , you know . ",Autumn best season Beijing  know 
22582,joy, So am I going to see you at the party ? ,going party 
22584,joy,Great now I have to get my wisdom teeth pulled....,Great wisdom teeth pulled
22585,joy,A meeting and a conversation with a woman (somewhat elder than me) who considers me as her child (she also has one child of her own). Last two years I lived with her (no relationship).,meeting conversation woman (somewhat elder me) considers child (she child own) years lived (no relationship)
